timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-24T12:43:55,codecarbon,cca842ec-4a3e-4778-878b-9cbc028d19aa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.67888901103288,0.00021053581324608216,1.0181195572632275e-05,75.0,63.14837157053971,88.46323728561401,0.0004132823267330726,0.0003089296915845807,0.00048741632552654155,0.001209628343844195,Spain,ESP,,,,Linux-6.1.0-26-amd64-x86_64-with-glibc2.36,3.11.2,2.8.3,40,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,1,1 x NVIDIA A100-PCIE-40GB1 x NVIDIA L41 x Tesla T4,,,235.9019660949707,machine,N,1.0
