timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-21T12:56:50,codecarbon,66ab8e64-f727-4ef4-9d58-b65c3c026ec3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.156653545796871,0.00023398150866883296,3.2694262363203424e-05,75.0,48.587712089751676,554.1880860328674,0.00014908985278937808,9.63556326496473e-05,0.0010988895255855822,0.0013443350110246075,Spain,ESP,,,,Linux-6.1.0-26-amd64-x86_64-with-glibc2.36,3.11.2,2.7.1,80,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,4,1 x NVIDIA A100-PCIE-40GB1 x NVIDIA L41 x Tesla T41 x NVIDIA A100 80GB PCIe,,,1477.8348960876465,machine,N,1.0
