timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-16T11:37:45,codecarbon,20716524-eeaf-42c5-82fc-f6e4a97c36be,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,91.01208556490019,0.0021676601184348826,2.3817277727243563e-05,75.0,40.94132448664372,369.0759172439576,0.0018938312774844231,0.001242061826982166,0.009318344864133712,0.0124542379686003,Spain,ESP,,,,Linux-6.1.0-26-amd64-x86_64-with-glibc2.36,3.11.2,2.8.3,80,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,1,1 x NVIDIA A100 80GB PCIe1 x NVIDIA A100-PCIE-40GB2 x NVIDIA L4,,,984.2024459838867,machine,N,1.0
