timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-13T10:03:37,codecarbon,96fe4a8c-dd97-4004-b8f9-871848572603,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.094413736835122,0.00011129229570449998,1.2237434861109582e-05,75.0,90.13246846949303,88.46323728561401,0.00018946268428893137,0.00022709351500793673,0.0002228709521222642,0.0006394271514191323,Spain,ESP,,,,Linux-6.1.0-26-amd64-x86_64-with-glibc2.36,3.11.2,2.7.1,40,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,3,1 x NVIDIA A100-PCIE-40GB1 x NVIDIA L41 x Tesla T4,,,235.9019660949707,machine,N,1.0
