timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-15T15:21:18,codecarbon,38727f10-6cf0-40b7-984a-2a841b026cc7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12883.12572015496,0.13259425843071657,1.0292087596667628e-05,75.0,34.51602100154415,88.46323728561401,0.2683860297269227,0.17718494369229632,0.31624608162655493,0.7618170550457717,Spain,ESP,,,,Linux-6.1.0-26-amd64-x86_64-with-glibc2.36,3.11.2,2.8.1,40,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,1,1 x NVIDIA A100-PCIE-40GB1 x NVIDIA L41 x Tesla T4,,,235.9019660949707,machine,N,1.0
